,광역시도,시도,구분,인구수,20 - 24세,25 - 29세,30 - 34세,35 - 39세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85 - 89세,90 - 94세,95 - 99세,100+,20-39세,65세이상
772,,,남자,128719.0,11369.0,9037.0,9061,9775.0,4765.0,2771.0,1781,995.0,300.0,84.0,12,4.0,39242.0,10712.0
773,,,여자,123716.0,9076.0,7485.0,8023,8930.0,4423.0,3133.0,2893,2142.0,1090.0,361.0,65,27.0,33514.0,14134.0
774,,성산구,합계,231571.0,19748.0,17077.0,15902,16850.0,5311.0,3013.0,2372,1696.0,825.0,276.0,35,15.0,69577.0,13543.0
775,,,남자,118468.0,10989.0,9480.0,8533,8362.0,2806.0,1383.0,856,450.0,171.0,50.0,6,4.0,37364.0,5726.0
776,,,여자,113103.0,8759.0,7597.0,7369,8488.0,2505.0,1630.0,1516,1246.0,654.0,226.0,29,11.0,32213.0,7817.0
777,,마산합포구,합계,181797.0,11615.0,9802.0,11574,13345.0,10537.0,7640.0,6140,3695.0,1798.0,548.0,108,59.0,46336.0,30525.0
778,,,남자,90716.0,6290.0,5423.0,6167,7156.0,5028.0,3420.0,2460,1208.0,471.0,112.0,19,14.0,25036.0,12732.0
779,,,여자,91081.0,5325.0,4379.0,5407,6189.0,5509.0,4220.0,3680,2487.0,1327.0,436.0,89,45.0,21300.0,17793.0
780,,마산회원구,합계,210791.0,14515.0,12023.0,12940,15974.0,10450.0,6918.0,5026,2760.0,1136.0,342.0,64,31.0,55452.0,26727.0
781,,,남자,106469.0,8041.0,6508.0,6917,8183.0,4976.0,3257.0,2116,951.0,251.0,60.0,10,5.0,29649.0,11626.0
782,,,여자,104322.0,6474.0,5515.0,6023,7791.0,5474.0,3661.0,2910,1809.0,885.0,282.0,54,26.0,25803.0,15101.0
783,,진해구,합계,187313.0,10250.0,9905.0,13941,18074.0,7300.0,5497.0,4424,2701.0,1176.0,377.0,75,17.0,52170.0,21567.0
784,,,남자,95701.0,5739.0,5430.0,7280,9406.0,3552.0,2455.0,1791,923.0,306.0,77.0,11,4.0,27855.0,9119.0
785,,,여자,91612.0,4511.0,4475.0,6661,8668.0,3748.0,3042.0,2633,1778.0,870.0,300.0,64,13.0,24315.0,12448.0
786,,진주시,합계,346739.0,24891.0,19314.0,20673,24827.0,15667.0,12179.0,10444,6651.0,3104.0,991.0,213,69.0,89705.0,49318.0
787,,,남자,171855.0,13800.0,10613.0,10440,12409.0,7352.0,5389.0,4021,2015.0,697.0,201.0,50,14.0,47262.0,19739.0
788,,,여자,174884.0,11091.0,8701.0,10233,12418.0,8315.0,6790.0,6423,4636.0,2407.0,790.0,163,55.0,42443.0,29579.0
789,,통영시,합계,138160.0,7318.0,6086.0,8527,11266.0,7113.0,5242.0,4245,2642.0,1206.0,360.0,61,26.0,33197.0,20895.0
790,,,남자,69769.0,4047.0,3182.0,4457,6033.0,3508.0,2326.0,1610,860.0,295.0,55.0,10,7.0,17719.0,8671.0
791,,,여자,68391.0,3271.0,2904.0,4070,5233.0,3605.0,2916.0,2635,1782.0,911.0,305.0,51,19.0,15478.0,12224.0
792,,사천시,합계,114912.0,6288.0,5102.0,6503,8610.0,6368.0,5167.0,4723,3174.0,1442.0,502.0,96,30.0,26503.0,21502.0
793,,,남자,57698.0,3719.0,2975.0,3453,4434.0,2984.0,2167.0,1812,986.0,310.0,74.0,16,4.0,14581.0,8353.0
794,,,여자,57214.0,2569.0,2127.0,3050,4176.0,3384.0,3000.0,2911,2188.0,1132.0,428.0,80,26.0,11922.0,13149.0
795,,김해시,합계,529422.0,37836.0,27772.0,33161,44320.0,16624.0,12100.0,9799,5905.0,2596.0,734.0,160,57.0,143089.0,47975.0
796,,,남자,267513.0,20568.0,14750.0,16831,22091.0,7845.0,5320.0,3642,1817.0,612.0,139.0,31,13.0,74240.0,19419.0
797,,,여자,261909.0,17268.0,13022.0,16330,22229.0,8779.0,6780.0,6157,4088.0,1984.0,595.0,129,44.0,68849.0,28556.0
798,,밀양시,합계,108354.0,5963.0,4458.0,5060,5890.0,7573.0,6090.0,5674,3968.0,1696.0,483.0,92,35.0,21371.0,25611.0
799,,,남자,52992.0,3509.0,2482.0,2668,3065.0,3529.0,2633.0,2045,1275.0,438.0,95.0,18,1.0,11724.0,10034.0
800,,,여자,55362.0,2454.0,1976.0,2392,2825.0,4044.0,3457.0,3629,2693.0,1258.0,388.0,74,34.0,9647.0,15577.0
801,,거제시,합계,257183.0,14340.0,14256.0,22957,25936.0,7234.0,4852.0,4005,2855.0,1397.0,473.0,84,32.0,77489.0,20932.0
802,,,남자,135738.0,8064.0,7789.0,12492,14400.0,3797.0,2177.0,1510,855.0,280.0,80.0,15,5.0,42745.0,8719.0
803,,,여자,121445.0,6276.0,6467.0,10465,11536.0,3437.0,2675.0,2495,2000.0,1117.0,393.0,69,27.0,34744.0,12213.0
804,,양산시,합계,317037.0,20532.0,17697.0,21854,27768.0,12177.0,9113.0,7155,4132.0,1793.0,613.0,101,47.0,87851.0,35131.0
805,,,남자,159503.0,11133.0,9271.0,11111,14131.0,5838.0,4063.0,2819,1491.0,481.0,130.0,19,5.0,45646.0,14846.0
806,,,여자,157534.0,9399.0,8426.0,10743,13637.0,6339.0,5050.0,4336,2641.0,1312.0,483.0,82,42.0,42205.0,20285.0
807,,의령군,합계,28111.0,1269.0,1010.0,990,1238.0,2106.0,2001.0,2353,1827.0,873.0,237.0,44,9.0,4507.0,9450.0
808,,,남자,13562.0,700.0,536.0,509,693.0,1010.0,779.0,842,533.0,205.0,60.0,10,0.0,2438.0,3439.0
809,,,여자,14549.0,569.0,474.0,481,545.0,1096.0,1222.0,1511,1294.0,668.0,177.0,34,9.0,2069.0,6011.0
810,,함안군,합계,68937.0,3715.0,2835.0,3412,4520.0,3898.0,3192.0,3266,2267.0,1016.0,264.0,55,6.0,14482.0,13964.0
811,,,남자,34819.0,2089.0,1507.0,1755,2384.0,1963.0,1348.0,1199,688.0,231.0,59.0,11,1.0,7735.0,5500.0
812,,,여자,34118.0,1626.0,1328.0,1657,2136.0,1935.0,1844.0,2067,1579.0,785.0,205.0,44,5.0,6747.0,8464.0
813,,창녕군,합계,63982.0,3279.0,2721.0,2863,3309.0,4498.0,3981.0,4202,2813.0,1261.0,321.0,54,19.0,12172.0,17149.0
814,,,남자,31735.0,1922.0,1591.0,1548,1820.0,2174.0,1639.0,1500,876.0,283.0,56.0,12,0.0,6881.0,6540.0
815,,,여자,32247.0,1357.0,1130.0,1315,1489.0,2324.0,2342.0,2702,1937.0,978.0,265.0,42,19.0,5291.0,10609.0
816,,고성군,합계,54703.0,2672.0,1989.0,2582,3102.0,3828.0,3282.0,3268,2459.0,1179.0,363.0,66,17.0,10345.0,14462.0
817,,,남자,27452.0,1538.0,1117.0,1442,1762.0,1880.0,1398.0,1222,804.0,282.0,63.0,13,3.0,5859.0,5665.0
818,,,여자,27251.0,1134.0,872.0,1140,1340.0,1948.0,1884.0,2046,1655.0,897.0,300.0,53,14.0,4486.0,8797.0
819,,남해군,합계,45129.0,2130.0,1454.0,1336,1727.0,3669.0,3356.0,3644,2816.0,1538.0,559.0,91,19.0,6647.0,15692.0
820,,,남자,21566.0,1273.0,827.0,723,892.0,1753.0,1439.0,1358,874.0,361.0,88.0,12,0.0,3715.0,5885.0
821,,,여자,23563.0,857.0,627.0,613,835.0,1916.0,1917.0,2286,1942.0,1177.0,471.0,79,19.0,2932.0,9807.0
822,,하동군,합계,49622.0,2642.0,2006.0,1808,2118.0,3569.0,3239.0,3451,2464.0,1285.0,407.0,80,19.0,8574.0,14514.0
823,,,남자,24463.0,1521.0,1152.0,975,1147.0,1698.0,1356.0,1266,765.0,337.0,81.0,18,2.0,4795.0,5523.0
824,,,여자,25159.0,1121.0,854.0,833,971.0,1871.0,1883.0,2185,1699.0,948.0,326.0,62,17.0,3779.0,8991.0
825,,산청군,합계,36098.0,1591.0,1249.0,1273,1448.0,2712.0,2652.0,2870,2059.0,953.0,314.0,63,15.0,5561.0,11638.0
826,,,남자,17666.0,907.0,689.0,681,823.0,1370.0,1085.0,1031,642.0,249.0,69.0,10,2.0,3100.0,4458.0
827,,,여자,18432.0,684.0,560.0,592,625.0,1342.0,1567.0,1839,1417.0,704.0,245.0,53,13.0,2461.0,7180.0
828,,함양군,합계,40241.0,1943.0,1332.0,1453,1792.0,2869.0,2712.0,3124,2063.0,1050.0,360.0,64,32.0,6520.0,12274.0
829,,,남자,19244.0,1077.0,717.0,765,939.0,1321.0,1041.0,1197,617.0,248.0,96.0,10,8.0,3498.0,4538.0
830,,,여자,20997.0,866.0,615.0,688,853.0,1548.0,1671.0,1927,1446.0,802.0,264.0,54,24.0,3022.0,7736.0
831,,거창군,합계,63308.0,3701.0,2478.0,2677,3277.0,3792.0,3493.0,3815,2682.0,1269.0,416.0,98,26.0,12133.0,15591.0
832,,,남자,30746.0,2108.0,1399.0,1379,1638.0,1731.0,1394.0,1448,865.0,358.0,91.0,22,7.0,6524.0,5916.0
833,,,여자,32562.0,1593.0,1079.0,1298,1639.0,2061.0,2099.0,2367,1817.0,911.0,325.0,76,19.0,5609.0,9675.0
834,,합천군,합계,48026.0,2057.0,1540.0,1638,1943.0,3891.0,3717.0,4349,3142.0,1346.0,409.0,90,28.0,7178.0,16972.0
835,,,남자,22825.0,1179.0,878.0,881,1060.0,1812.0,1484.0,1526,938.0,356.0,80.0,14,2.0,3998.0,6212.0
836,,,여자,25201.0,878.0,662.0,757,883.0,2079.0,2233.0,2823,2204.0,990.0,329.0,76,26.0,3180.0,10760.0
838,,,남자,322545.0,22977.0,17365.0,19777,24432.0,12711.0,10223.0,7552,4231.0,1224.0,329.0,82,26.0,84551.0,36378.0
839,,,여자,319052.0,20166.0,16065.0,19114,23586.0,13714.0,11896.0,11023,8676.0,4607.0,2017.0,673,205.0,78931.0,52811.0
840,,제주시,합계,470665.0,32638.0,25363.0,29771,36412.0,17739.0,14659.0,12119,8386.0,3976.0,1613.0,513,154.0,124184.0,59159.0
841,,,남자,235977.0,17377.0,13118.0,15084,18350.0,8474.0,6782.0,4941,2737.0,854.0,226.0,53,17.0,63929.0,24084.0
842,,,여자,234688.0,15261.0,12245.0,14687,18062.0,9265.0,7877.0,7178,5649.0,3122.0,1387.0,460,137.0,60255.0,35075.0
843,,서귀포시,합계,170932.0,10505.0,8067.0,9120,11606.0,8686.0,7460.0,6456,4521.0,1855.0,733.0,242,77.0,39298.0,30030.0
844,,,남자,86568.0,5600.0,4247.0,4693,6082.0,4237.0,3441.0,2611,1494.0,370.0,103.0,29,9.0,20622.0,12294.0
845,,,여자,84364.0,4905.0,3820.0,4427,5524.0,4449.0,4019.0,3845,3027.0,1485.0,630.0,213,68.0,18676.0,17736.0
